date,AAL,BAC,C,COP,CVX,DAL,EOG,JPM,KO,LUV,MA,O,PEP,PNC,SPG,TGT,UAL,USB,V,WFC,WMT,XOM
2011-07-13,7.447658538818359,7.861624240875244,29.00498390197754,33.90811538696289,57.24625778198242,7.477646827697754,34.88875198364258,26.46215057373047,21.48380470275879,9.325738906860352,28.158498764038086,16.222118377685547,43.79677200317383,37.13905334472656,57.06635665893555,32.91778564453125,21.700000762939453,15.469637870788574,19.906354904174805,18.240280151367188,13.334928512573242,46.290184020996094
2011-07-14,7.202544689178467,7.761427879333496,28.674291610717773,34.45958709716797,57.01747512817383,7.314341068267822,34.102394104003906,26.949722290039062,21.360698699951172,9.21430778503418,28.13916778564453,16.074560165405273,43.61240768432617,36.88140106201172,56.74766159057617,32.89189147949219,21.200000762939453,15.204833030700684,19.726896286010742,18.074636459350586,13.238654136657715,46.15550231933594
2011-07-15,7.013996124267578,7.707477569580078,28.2039852142334,34.828739166259766,57.845481872558594,7.228392124176025,35.68217086791992,26.70259666442871,21.31650161743164,9.188591957092285,28.311311721801758,16.212587356567383,43.5678825378418,36.59800338745117,57.36090850830078,33.08616638183594,20.850000381469727,15.235620498657227,19.90859603881836,18.00838279724121,13.238654136657715,46.58203125
2011-07-18,6.6274733543396,7.491668224334717,27.733671188354492,34.382102966308594,57.867279052734375,6.927568435668945,35.79853820800781,26.602418899536133,21.187082290649414,8.965733528137207,28.311311721801758,16.093603134155273,43.23094940185547,36.02476119995117,56.9118537902832,32.762359619140625,20.450000762939453,15.044713020324707,19.756059646606445,17.809612274169922,13.162128448486328,46.385597229003906
2011-07-19,6.608617305755615,7.376054286956787,27.93943977355957,34.3775520324707,58.5482063293457,7.0994672775268555,36.6836051940918,26.976438522338867,21.88153839111328,9.06859302520752,28.664796829223633,16.217365264892578,43.57426071166992,35.9603385925293,58.05624008178711,33.2221565246582,20.6299991607666,15.414210319519043,20.011777877807617,18.823326110839844,13.322579383850098,46.93559265136719
2011-07-20,6.504915237426758,7.591866970062256,28.380340576171875,34.23170852661133,58.3411865234375,6.996326446533203,36.606040954589844,27.35713768005371,21.739492416381836,8.991447448730469,28.377586364746094,16.293521881103516,43.542476654052734,35.805755615234375,58.186641693115234,33.00197982788086,20.280000686645508,16.097782135009766,19.883926391601562,19.015470504760742,13.302836418151855,46.75040054321289
2011-07-21,6.504915237426758,7.8847455978393555,29.629613876342773,34.857025146484375,59.61043930053711,7.022110462188721,37.223140716552734,28.24544906616211,21.887853622436523,8.974308967590332,28.5847110748291,16.388717651367188,42.06752395629883,36.565799713134766,58.5584602355957,33.500633239746094,20.34000015258789,16.63355827331543,19.75157356262207,19.466014862060547,13.446014404296875,47.7157096862793
2011-07-22,6.410642147064209,7.807672023773193,29.58551788330078,34.60414505004883,59.35984802246094,6.961946487426758,37.57928466796875,28.17866325378418,22.010953903198242,8.931448936462402,28.917953491210938,16.441089630126953,41.80687713623047,36.44986343383789,58.83852005004883,33.55244827270508,19.950000762939453,16.57197380065918,20.081327438354492,19.30699920654297,13.45835018157959,47.827964782714844
2011-07-25,6.127820014953613,7.715183734893799,29.328317642211914,34.27769088745117,58.88593292236328,6.755667686462402,37.45234298706055,27.844701766967773,21.862592697143555,8.7771635055542,29.121397018432617,16.241151809692383,40.92317581176758,36.39833450317383,58.17213821411133,33.118553161621094,18.93000030517578,16.608922958374023,19.98262596130371,19.18111801147461,13.322579383850098,47.463172912597656
2011-07-26,6.024117946624756,7.707477569580078,29.188688278198242,33.845481872558594,58.59720230102539,6.893187046051025,37.57928466796875,27.677732467651367,21.840503692626953,8.674306869506836,28.790918350219727,16.236391067504883,40.732452392578125,35.953895568847656,59.09927749633789,32.77531814575195,18.760000228881836,16.46727752685547,20.009538650512695,19.194366455078125,13.22877311706543,47.35092544555664
2011-07-27,5.82614278793335,7.460838317871094,28.123149871826172,33.6247673034668,57.54041290283203,6.540791988372803,36.697715759277344,27.163440704345703,21.68267250061035,8.520018577575684,27.9007511138916,15.812759399414062,40.59895706176758,35.10367965698242,57.56370162963867,32.60694122314453,18.059999465942383,16.147048950195312,19.68427085876465,18.93596649169922,13.144853591918945,46.75600814819336
2011-07-28,5.6375932693481445,7.545615196228027,28.064334869384766,33.45926284790039,57.21358108520508,6.557982921600342,36.472042083740234,27.170133590698242,21.720552444458008,8.391448974609375,28.25147247314453,15.619134902954102,40.61802291870117,35.16166305541992,58.25422286987305,32.65874099731445,17.15999984741211,16.07315444946289,19.49808692932129,18.75045394897461,13.080670356750488,45.71773910522461
